iter	Logloss
114	0.1743391254
115	0.1743166745
116	0.1742999274
117	0.1742447072
118	0.1742004938
119	0.1741580982
120	0.1741086172
121	0.1740630463
122	0.174049951
123	0.1740187008
124	0.1739861068
125	0.1739410741
126	0.1739056093
127	0.1738776637
128	0.1738352936
129	0.1738104536
130	0.1737627755
131	0.1737119594
132	0.1736826754
133	0.1736336315
134	0.1736168894
135	0.1735892173
136	0.173552554
137	0.1735110797
138	0.1734582538
139	0.1734198099
140	0.1733996887
141	0.1733738932
142	0.173332688
143	0.1733023549
144	0.1732523824
145	0.1732125051
146	0.1731889875
147	0.17315006
148	0.1730995114
149	0.1730751021
150	0.173040231
151	0.1730169602
152	0.1729883162
153	0.1729702918
154	0.1729277732
155	0.1728934867
156	0.1728214739
157	0.172757137
158	0.1727267957
159	0.1726870717
160	0.1726467446
161	0.1726374232
162	0.172614924
163	0.1725861606
164	0.1725521022
165	0.1725088063
166	0.172462903
167	0.1724329968
168	0.1723899306
169	0.1723777944
170	0.1723315802
171	0.1722855616
172	0.1722433411
173	0.1722156364
174	0.1721534389
175	0.1720952109
176	0.1720392818
177	0.1719845636
178	0.1719440742
179	0.1718981504
180	0.1718599213
181	0.1718399568
182	0.1718053582
183	0.171748284
184	0.1717080367
185	0.1716672302
186	0.1716461596
187	0.1716091656
188	0.1715851323
189	0.1715375011
190	0.1714914012
191	0.17146355
192	0.1714298604
193	0.1713760526
194	0.1713325072
195	0.1712739154
196	0.1712321917
197	0.1711970049
198	0.1711551846
199	0.1711280265
200	0.1710826806
201	0.1710591842
202	0.171027712
203	0.170987136
204	0.1709543494
205	0.1709347081
206	0.1709188738
207	0.1708817342
208	0.1708667933
209	0.1708327837
210	0.1708072744
211	0.1707724056
212	0.1707383335
213	0.1706927383
214	0.1706495389
215	0.1706374611
216	0.1705998889
217	0.1705725483
218	0.1705362613
219	0.1704961727
220	0.1704508499
221	0.1704201095
222	0.1703574495
223	0.1703249852
224	0.1703084392
225	0.1702774748
226	0.1702513081
227	0.1702103031
228	0.1701756199
229	0.1701480561
230	0.1701197867
231	0.1700676674
232	0.1700185154
233	0.1699813851
234	0.1699497834
235	0.1699182185
236	0.1698866989
237	0.1698549481
238	0.1698456416
239	0.1698245605
240	0.1698032164
241	0.1697665865
242	0.1697407078
243	0.1697017378
244	0.1696664776
245	0.169643755
246	0.1696117001
247	0.1695652845
248	0.1695337958
249	0.1695306864
250	0.1694978507
251	0.1694504684
252	0.1694042522
253	0.1693586323
254	0.1693135335
255	0.1692776215
256	0.1692342619
257	0.1692114182
258	0.1691578924
259	0.1691189438
260	0.1690935109
261	0.169066519
262	0.1690320707
263	0.1690063839
264	0.1689860543
265	0.1689356319
266	0.1689259032
267	0.1689064038
268	0.168860142
269	0.1688150387
270	0.1687839639
271	0.1687427632
272	0.168725355
273	0.1686883518
274	0.1686441061
275	0.1686170107
276	0.1685836405
277	0.1685530988
278	0.1685042226
279	0.1684648894
280	0.1684195556
281	0.1683718511
282	0.1683358183
283	0.1683114564
284	0.1682710016
285	0.1682407828
286	0.1682127306
287	0.1681867284
288	0.1681544151
289	0.1681021106
290	0.168077565
291	0.1680520185
292	0.168019083
293	0.1679946544
294	0.1679619314
295	0.1679223936
296	0.1678848544
297	0.1678510346
298	0.1678489009
299	0.1678129229
300	0.167799274
301	0.1677585174
302	0.1677255215
303	0.1676925698
304	0.1676524293
305	0.1676127192
306	0.167582261
307	0.1675534527
308	0.16751389
309	0.1674829457
310	0.167447718
311	0.1674218801
312	0.1673945059
313	0.1673389208
314	0.1673089955
315	0.1672826318
316	0.167236221
317	0.167204572
318	0.1671784608
319	0.1671482068
320	0.1671231073
321	0.1670886083
322	0.1670500759
323	0.1670119111
324	0.1669858019
325	0.1669607484
326	0.1669451319
327	0.166901092
328	0.1668767481
329	0.1668532196
330	0.1668272707
331	0.1667899434
332	0.1667883957
333	0.1667580449
334	0.1667194978
335	0.1666915434
336	0.1666716089
337	0.1666301766
338	0.1665976087
339	0.1665536842
340	0.1665177413
341	0.166485474
342	0.1664465903
343	0.1664186591
344	0.1663890755
345	0.1663639213
346	0.1663190447
347	0.166296946
348	0.1662868705
349	0.166259421
350	0.1662411211
351	0.1662156798
352	0.1661829264
353	0.1661530939
354	0.1661171424
355	0.1660927387
356	0.1660618182
357	0.1660179245
358	0.1659722176
359	0.1659398346
360	0.1659355519
361	0.1658911393
362	0.1658702746
363	0.165847603
364	0.1658273907
365	0.1657888795
366	0.1657644647
367	0.1657335911
368	0.1657038013
369	0.1656726579
370	0.1656341797
371	0.1656074758
372	0.1655866637
373	0.1655389538
374	0.1654921886
375	0.1654687823
376	0.1654336252
377	0.1653985685
378	0.1653759578
379	0.1653475208
380	0.1653167435
381	0.1652978314
382	0.1652515876
383	0.1652284304
384	0.16520479
385	0.1651758196
386	0.165144991
387	0.1651099898
388	0.1650839104
389	0.1650511262
390	0.1650195815
391	0.1649936864
392	0.1649787279
393	0.1649527494
394	0.1649108298
395	0.1648884915
396	0.1648538403
397	0.1648259919
398	0.1648255355
399	0.164800108
400	0.1647556383
401	0.1647186922
402	0.1646907765
403	0.1646583486
404	0.1646334719
405	0.1646052084
406	0.1645823264
407	0.1645541223
408	0.1645218913
409	0.1644925251
410	0.1644675184
411	0.1644436616
412	0.1644162749
413	0.1643998911
414	0.1643665944
415	0.1643401814
416	0.1643281583
417	0.1643098658
418	0.1642904293
419	0.1642555343
420	0.1642215828
421	0.1641977667
422	0.1641781111
423	0.1641475692
424	0.1641137018
425	0.1640782325
426	0.1640502445
427	0.1640465007
428	0.1639949651
429	0.1639748294
430	0.1639457186
431	0.1639028859
432	0.1638774283
433	0.1638744049
434	0.163842276
435	0.1638169219
436	0.1638005606
437	0.1637871017
438	0.1637534946
439	0.1637201796
440	0.1636893166
441	0.1636543139
442	0.1636212108
443	0.1635877279
444	0.1635547908
445	0.1635340062
446	0.1635076565
447	0.1634882952
448	0.1634714185
449	0.1634475465
450	0.1634127326
451	0.163380099
452	0.1633327136
453	0.1633091712
454	0.1632653923
455	0.1632335199
456	0.163216217
457	0.1631811016
458	0.1631807545
459	0.163156021
460	0.1631321381
461	0.1631078247
462	0.1630552232
463	0.1630393012
464	0.163015517
465	0.1629932759
466	0.1629719953
467	0.1629314957
468	0.1629039544
469	0.1628838794
470	0.1628467493
471	0.1628147936
472	0.1627936919
473	0.1627744956
474	0.1627737942
475	0.1627520112
476	0.1627488584
477	0.1627093619
478	0.162681784
479	0.1626525997
480	0.1626252523
481	0.1625885778
482	0.1625712504
483	0.1625515124
484	0.1625509257
485	0.1625178502
486	0.1624823681
487	0.1624504295
488	0.1624344392
489	0.1624013339
490	0.1623886937
491	0.1623651651
492	0.1623277408
493	0.1623018956
494	0.1622722064
495	0.1622366757
496	0.1622117385
497	0.1621714298
498	0.1621457599
499	0.1621257319
500	0.1621250874
501	0.1620915683
502	0.1620604455
503	0.1620431007
504	0.1620241816
505	0.1619970775
506	0.1619835105
507	0.1619500516
508	0.1619335614
509	0.1619061358
510	0.1618719612
511	0.1618498951
512	0.1618311428
513	0.1618095101
514	0.1617617596
515	0.1617233316
516	0.1616867108
517	0.16166457
518	0.1616318586
519	0.1615967746
520	0.161571123
521	0.1615298012
522	0.1614971651
523	0.1614629792
524	0.1614325107
525	0.1614002711
526	0.1613696424
527	0.1613510418
528	0.1613301459
529	0.1613096317
530	0.16130878
531	0.1612771745
532	0.1612581289
533	0.1612417675
534	0.1612414984
535	0.1611915972
536	0.1611635036
537	0.1611375578
538	0.1611169632
539	0.1610957697
540	0.1610759442
541	0.1610562121
542	0.1610206398
543	0.1610176725
544	0.1609819993
545	0.1609563333
546	0.1609436326
547	0.1609146097
548	0.1608803048
549	0.1608505365
550	0.160830447
551	0.1608016974
552	0.1607853783
553	0.1607617283
554	0.1607263286
555	0.1607046072
556	0.1606865342
557	0.1606719437
558	0.1606410728
559	0.1606106336
560	0.1605773482
561	0.1605570923
562	0.1605375823
563	0.1605103248
564	0.1604674113
565	0.1604517659
566	0.1604165537
567	0.1604040638
568	0.160379529
569	0.1603551946
570	0.1603402584
571	0.1603195092
572	0.1602858023
573	0.1602578933
574	0.1602381077
575	0.1602191441
576	0.1601986763
577	0.1601795072
578	0.1601521751
579	0.1601226962
580	0.1600930167
581	0.1600828537
582	0.160050506
583	0.1600198275
584	0.1599875289
585	0.1599686317
586	0.1599523907
587	0.1599219696
588	0.1599038263
589	0.1598656991
590	0.1598375732
591	0.159810969
592	0.1597863568
593	0.1597485561
594	0.1597346482
595	0.1597134141
596	0.1596880935
597	0.1596605613
598	0.1596412823
599	0.1596225189
600	0.1595871203
601	0.1595602121
602	0.1595319771
603	0.1595131548
604	0.1594691898
605	0.1594465247
606	0.1594161521
607	0.1593955252
608	0.1593789105
609	0.1593427474
610	0.1593255481
611	0.15930583
612	0.1592907878
613	0.1592626934
614	0.1592254171
615	0.1592074488
616	0.1591970337
617	0.1591721369
618	0.1591577918
619	0.1591381419
620	0.1591097567
621	0.1590898236
622	0.1590695154
623	0.1590414004
624	0.1590196478
625	0.1589850145
626	0.1589719132
627	0.1589593623
628	0.1589289692
629	0.1589039311
630	0.1588824901
631	0.1588507819
632	0.1588374056
633	0.15881946
634	0.1587903873
635	0.1587517971
636	0.158728553
637	0.1586908812
638	0.1586716448
639	0.1586520535
640	0.1586316408
641	0.1585989216
642	0.158586697
643	0.1585588555
644	0.158549006
645	0.1585128448
646	0.1584820049
647	0.158468724
648	0.1584474042
649	0.1584244755
650	0.1583954146
651	0.1583585365
652	0.1583326008
653	0.1583211468
654	0.158299034
655	0.1582705444
656	0.1582415244
657	0.1582123713
658	0.1581918771
659	0.1581750693
660	0.1581568483
661	0.1581457324
662	0.1581137386
663	0.1581016586
664	0.1580777499
665	0.1580527074
666	0.1580360408
667	0.1580112056
668	0.1579807194
669	0.1579535787
670	0.1579328254
671	0.1579097673
672	0.1578797585
673	0.1578464547
674	0.1578147809
675	0.1577952983
676	0.1577719805
677	0.1577520185
678	0.1577357436
679	0.1577218236
680	0.1577073084
681	0.157693663
682	0.1576748111
683	0.1576439168
684	0.1576067827
685	0.157577704
686	0.1575552348
687	0.157529774
688	0.1575106175
689	0.1574773884
690	0.1574525789
691	0.1574416423
692	0.1574231759
693	0.1573975186
694	0.1573648657
695	0.1573351768
696	0.1573091424
697	0.1572848437
698	0.1572591049
699	0.157244479
700	0.1572434193
701	0.1572219402
702	0.1571864604
703	0.1571640595
704	0.1571453343
705	0.157121127
706	0.1570939765
707	0.1570558443
708	0.1570335447
709	0.1570022888
710	0.1569863734
711	0.1569657467
712	0.1569447421
713	0.1569230899
714	0.156920919
715	0.156897488
716	0.1568973172
717	0.156882695
718	0.1568638298
719	0.156843928
720	0.1568207235
721	0.1568025798
722	0.1567709414
723	0.1567415507
724	0.1567198803
725	0.1567070096
726	0.1566932891
727	0.1566721096
728	0.1566548449
729	0.1566192288
730	0.156593751
731	0.1565702189
732	0.1565572169
733	0.1565403323
734	0.1565042835
735	0.1564824915
736	0.1564390697
737	0.156413455
738	0.1563810713
739	0.1563489345
740	0.1563364832
741	0.1563046005
742	0.1562741617
743	0.1562607567
744	0.1562490179
745	0.1562180685
746	0.1561928997
747	0.1561773794
748	0.1561560087
749	0.1561200465
750	0.1561014726
751	0.1560814708
752	0.1560482853
753	0.1560248005
754	0.1559870578
755	0.1559571293
756	0.1559448862
757	0.1559316108
758	0.1558989104
759	0.1558778665
760	0.1558673678
761	0.1558465873
762	0.1558431068
763	0.1558200131
764	0.1558070079
765	0.1557844703
766	0.1557672699
767	0.1557524261
768	0.1557277275
769	0.1557118681
770	0.1556817738
771	0.1556612989
772	0.1556247566
773	0.1555970429
774	0.1555799773
775	0.1555412368
776	0.1555175664
777	0.1554960505
778	0.1554502124
779	0.155429084
780	0.1554023202
781	0.1553858725
782	0.1553582365
783	0.1553392984
784	0.1553249249
785	0.1552967341
786	0.1552688606
787	0.1552507292
788	0.1552228702
789	0.1551976192
790	0.1551851418
791	0.1551638373
792	0.1551515938
793	0.1551160612
794	0.155108452
795	0.1550959493
796	0.1550795822
797	0.1550583737
798	0.1550451553
799	0.1550378418
800	0.155011978
801	0.1550088794
802	0.1549761237
803	0.1549508083
804	0.1549344502
805	0.1549098755
806	0.1548873099
807	0.1548644394
808	0.1548477058
809	0.1548201553
810	0.1547982349
811	0.1547731477
812	0.1547467227
813	0.154714969
814	0.1546909231
815	0.154659151
816	0.1546431168
817	0.1546265232
818	0.1546056139
819	0.1545811945
820	0.154565065
821	0.1545489203
822	0.1545113849
823	0.1544997215
824	0.1544836437
825	0.1544749999
826	0.1544460684
827	0.1544220985
828	0.1543940236
829	0.1543794788
830	0.1543647996
831	0.1543382706
832	0.1543198465
833	0.154283334
834	0.1542696236
835	0.1542387149
836	0.1542232859
837	0.1542005155
838	0.1541773515
839	0.1541600809
840	0.1541417019
841	0.1541181191
842	0.1540933326
843	0.1540554406
844	0.1540222992
845	0.1539925073
846	0.1539737951
847	0.1539540777
848	0.1539309203
849	0.1539163699
850	0.1538927569
851	0.1538528938
852	0.1538223151
853	0.1537813867
854	0.1537628273
855	0.153733485
856	0.1537141445
857	0.1536817508
858	0.1536593613
859	0.1536381504
860	0.1536057158
861	0.1535894293
862	0.1535652356
863	0.1535469578
864	0.1535296161
865	0.1535161984
866	0.1535041145
867	0.1534796935
868	0.153460113
869	0.1534287827
870	0.1534035667
871	0.153376911
872	0.1533505225
873	0.1533211161
874	0.1533073169
875	0.1532888331
876	0.15327293
877	0.153255599
878	0.1532426135
879	0.1532231163
880	0.1532109572
881	0.1531951185
882	0.1531624895
883	0.1531503938
884	0.1531342519
885	0.1531075193
886	0.1531008645
887	0.1530554992
888	0.1530423826
889	0.1530235448
890	0.153009837
891	0.1529956416
892	0.1529776362
893	0.1529488344
894	0.1529190241
895	0.1528861297
896	0.152855122
897	0.1528380756
898	0.1528275124
899	0.152795691
900	0.1527765055
901	0.1527479061
902	0.1527290736
903	0.1527168598
904	0.1526871834
905	0.152666607
906	0.1526413307
907	0.1526214729
908	0.1526051835
909	0.1525922314
910	0.1525724377
911	0.1525587106
912	0.1525389834
913	0.1525150588
914	0.1525008282
915	0.1524896707
916	0.1524728117
917	0.1524531286
918	0.1524241442
919	0.1524024878
920	0.1523839883
921	0.1523563463
922	0.1523376106
923	0.1523231384
924	0.1523035344
925	0.1522802774
926	0.1522577645
927	0.1522379641
928	0.1522201185
929	0.1521959638
930	0.1521848571
931	0.1521697722
932	0.1521572417
933	0.1521243858
934	0.1520998989
935	0.1520676137
936	0.1520327665
937	0.1520242235
938	0.1520060986
939	0.1519816901
940	0.1519577243
941	0.1519351766
942	0.1519050286
943	0.151886469
944	0.1518709701
945	0.151849905
946	0.1518256735
947	0.1518052399
948	0.1517936802
949	0.1517548371
950	0.1517249916
951	0.1517150366
952	0.1517014415
953	0.1516894574
954	0.1516794594
955	0.1516504539
956	0.1516338401
957	0.1516144093
958	0.1515978343
959	0.1515633603
960	0.1515373391
961	0.1515106641
962	0.1514802078
963	0.1514497609
964	0.1514180553
965	0.1513897646
966	0.1513692345
967	0.1513520851
968	0.1513309921
969	0.1513194696
970	0.1513043417
971	0.1512822528
972	0.1512432792
973	0.1512169976
974	0.1512033773
975	0.1511809697
976	0.1511405176
977	0.151119692
978	0.1511025573
979	0.1510834641
980	0.1510646228
981	0.1510558339
982	0.1510372178
983	0.1510268847
984	0.1510082718
985	0.1509852831
986	0.1509669742
987	0.1509492786
988	0.1509373068
989	0.1509201143
990	0.1509012881
991	0.1508722548
992	0.1508575509
993	0.1508471621
994	0.1508217832
995	0.1507954515
996	0.1507695006
997	0.150755822
998	0.1507417438
999	0.1507220563
